Nuclide,Default_Type,Age,AerosolDiam,F,M,S,QAFLAG
Ac-223   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ac-224   , M,7300,      1.00,  6.8254E-09,  7.2988E-08,  8.2018E-08,BAA
Ac-225   , M,7300,      1.00,  7.0347E-07,  5.3861E-06,  6.1682E-06,AAA
Ac-226   , M,7300,      1.00,  1.0976E-07,  8.3908E-07,  9.3115E-07,BAA
Ac-227   , M,7300,      1.00,  1.3791E-04,  6.9449E-05,  5.2805E-05,AAA
Ac-228   , M,7300,      1.00,  1.0585E-08,  1.0003E-08,  1.2330E-08,AAA
Ac-230   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ac-231   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ac-232   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ac-233   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ag-100m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ag-101   , M,7300,      1.00,  7.7132E-12,  1.0867E-11,  1.1225E-11,BBB
Ag-102   , M,7300,      1.00,  1.0695E-11,  1.4528E-11,  1.4949E-11,BBB
Ag-102m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ag-103   , M,7300,      1.00,  1.1662E-11,  1.9679E-11,  2.0625E-11,BBB
Ag-104   , M,7300,      1.00,  2.3486E-11,  3.0136E-11,  3.0902E-11,BBB
Ag-104m  , M,7300,      1.00,  1.4890E-11,  2.3500E-11,  2.4451E-11,BBB
Ag-105   , M,7300,      1.00,  4.7182E-10,  6.6525E-10,  7.4745E-10,AAA
Ag-105m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ag-106   , M,7300,      1.00,  7.2827E-12,  1.1814E-11,  1.2315E-11,BBB
Ag-106m  , M,7300,      1.00,  9.1530E-10,  9.8759E-10,  9.9615E-10,BBB
Ag-108   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ag-108m  , M,7300,      1.00,  5.4128E-09,  7.3225E-09,  3.9115E-08,AAA
Ag-109m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ag-110   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ag-110m  , M,7300,      1.00,  4.9189E-09,  7.3512E-09,  1.2185E-08,AAA
Ag-111   , M,7300,      1.00,  3.3862E-10,  1.2566E-09,  1.4011E-09,AAA
Ag-111m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ag-112   , M,7300,      1.00,  6.2310E-11,  1.3537E-10,  1.4411E-10,BBB
Ag-113   , M,7300,      1.00,  5.3575E-11,  1.2358E-10,  1.3331E-10,BAA
Ag-113m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ag-114   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ag-115   , M,7300,      1.00,  1.1642E-11,  2.1816E-11,  2.3029E-11,BBB
Ag-116   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ag-117   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ag-99    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Al-26    , M,7300,      1.00,  9.8994E-09,  1.8838E-08,  1.1039E-07,AAA
Al-28    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Al-29    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Am-237   , M,7300,      1.00,  9.0632E-12,  1.8777E-11,  1.9876E-11,BBB
Am-238   , M,7300,      1.00,  1.6646E-10,  8.4392E-11,  3.8277E-11,AAA
Am-239   , M,7300,      1.00,  6.4247E-11,  1.7127E-10,  1.8229E-10,BBB
Am-240   , M,7300,      1.00,  2.0262E-10,  3.5805E-10,  3.5239E-10,ABB
Am-241   , M,7300,      1.00,  8.5357E-05,  4.0077E-05,  1.5013E-05,AAA
Am-242   , M,7300,      1.00,  9.9649E-09,  1.3710E-08,  1.5303E-08,AAA
Am-242m  , M,7300,      1.00,  8.1120E-05,  3.5999E-05,  1.1155E-05,AAA
Am-243   , M,7300,      1.00,  8.4752E-05,  3.9613E-05,  1.4528E-05,AAA
Am-244   , M,7300,      1.00,  3.2792E-09,  1.8364E-09,  1.0356E-09,AAA
Am-244m  , M,7300,      1.00,  1.4203E-10,  7.7174E-11,  4.9727E-11,AAB
Am-245   , M,7300,      1.00,  1.7452E-11,  4.0511E-11,  4.2511E-11,BBB
Am-246   , M,7300,      1.00,  2.8793E-11,  5.5312E-11,  5.7923E-11,BBB
Am-246m  , M,7300,      1.00,  1.1522E-11,  1.7897E-11,  1.8400E-11,BBB
Am-247   , M,7300,      1.00,  1.1016E-11,  1.9910E-11,  2.0889E-11,BBB
Ar-37    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ar-39    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ar-41    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ar-42    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ar-43    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ar-44    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
As-68    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
As-69    , M,7300,      1.00,  1.1035E-11,  1.6905E-11,  1.7560E-11,BBB
As-70    , M,7300,      1.00,  3.8381E-11,  5.6835E-11,  5.8870E-11,BBB
As-71    , M,7300,      1.00,  1.4096E-10,  3.2041E-10,  3.0039E-10,BBA
As-72    , M,7300,      1.00,  4.3611E-10,  7.7567E-10,  8.1515E-10,BBB
As-73    , M,7300,      1.00,  6.8488E-11,  7.9929E-10,  1.0675E-09,AAA
As-74    , M,7300,      1.00,  4.0253E-10,  1.8277E-09,  2.1450E-09,BAA
As-76    , M,7300,      1.00,  2.8835E-10,  6.1878E-10,  6.5732E-10,AAA
As-77    , M,7300,      1.00,  7.5764E-11,  3.0197E-10,  3.2923E-10,AAA
As-78    , M,7300,      1.00,  3.8937E-11,  7.1060E-11,  7.4605E-11,BBB
As-79    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
At-204   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
At-205   , M,7300,      1.00,  1.5231E-10,  4.5524E-10,  4.8859E-10,AAA
At-206   , M,7300,      1.00,  3.4234E-11,  1.5197E-10,  1.7063E-10,BAA
At-207   , M,7300,      1.00,  2.5196E-10,  1.3799E-09,  1.5098E-09,BAA
At-208   , M,7300,      1.00,  5.4392E-11,  2.7632E-10,  4.7794E-10,BAA
At-209   , M,7300,      1.00,  2.3683E-10,  1.7300E-09,  1.9363E-09,BAA
At-210   , M,7300,      1.00,  3.2548E-10,  5.8892E-09,  8.1600E-09,BAA
At-211   , M,7300,      1.00,  1.2525E-08,  7.4902E-08,  8.2641E-08,BAA
At-215   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
At-216   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
At-217   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
At-218   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
At-219   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
At-220   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Au-186   , M,7300,      1.00,  1.0798E-11,  1.5906E-11,  1.6473E-11,BBB
Au-187   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Au-190   , M,7300,      1.00,  1.3878E-11,  1.9045E-11,  1.9615E-11,BBB
Au-191   , M,7300,      1.00,  2.1843E-11,  4.7202E-11,  5.0174E-11,BBB
Au-192   , M,7300,      1.00,  5.5403E-11,  7.5917E-11,  7.8192E-11,BBB
Au-193   , M,7300,      1.00,  2.8524E-11,  7.5563E-11,  8.0952E-11,BBB
Au-193m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Au-194   , M,7300,      1.00,  1.1518E-10,  1.8611E-10,  1.9451E-10,BBB
Au-195   , M,7300,      1.00,  5.6367E-11,  9.3879E-10,  1.5709E-09,BAA
Au-195m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Au-196   , M,7300,      1.00,  9.6251E-11,  2.7158E-10,  2.9743E-10,BBB
Au-196m  , M,7300,      1.00,  8.9298E-11,  3.3518E-10,  3.1359E-10,BBA
Au-198   , M,7300,      1.00,  1.7302E-10,  6.2104E-10,  6.8311E-10,BAA
Au-198m  , M,7300,      1.00,  2.4757E-10,  1.2667E-09,  1.4099E-09,BAA
Au-199   , M,7300,      1.00,  8.3366E-11,  5.4025E-10,  6.0296E-10,BAA
Au-200   , M,7300,      1.00,  1.3373E-11,  2.6544E-11,  2.7997E-11,BBB
Au-200m  , M,7300,      1.00,  2.2984E-10,  5.0441E-10,  5.3577E-10,BBB
Au-201   , M,7300,      1.00,  6.8922E-12,  1.2805E-11,  1.3458E-11,BBB
Au-202   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ba-124   , M,7300,      1.00,  1.3201E-11,  1.8026E-11,  1.8557E-11,BBB
Ba-126   , M,7300,      1.00,  6.6116E-11,  8.9095E-11,  9.1674E-11,BBB
Ba-127   , M,7300,      1.00,  6.3850E-12,  8.7671E-12,  9.0353E-12,BBB
Ba-128   , M,7300,      1.00,  6.6870E-10,  1.1341E-09,  1.2009E-09,AAA
Ba-129   , M,7300,      1.00,  1.6290E-11,  2.2426E-11,  2.3172E-11,BBB
Ba-129m  , M,7300,      1.00,  3.1092E-11,  3.6874E-11,  3.7641E-11,BBB
Ba-131   , M,7300,      1.00,  1.8835E-10,  6.0297E-10,  6.8466E-10,BAA
Ba-131m  , M,7300,      1.00,  3.0499E-12,  5.5018E-12,  5.7987E-12,BBB
Ba-133   , M,7300,      1.00,  1.3358E-09,  2.8565E-09,  1.0174E-08,AAA
Ba-133m  , M,7300,      1.00,  1.3011E-10,  3.3460E-10,  3.6415E-10,AAA
Ba-135m  , M,7300,      1.00,  9.9881E-11,  2.5529E-10,  2.7519E-10,AAA
Ba-137m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ba-139   , M,7300,      1.00,  2.8458E-11,  4.5753E-11,  4.7641E-11,BBB
Ba-140   , M,7300,      1.00,  8.9547E-10,  4.3492E-09,  5.0111E-09,AAA
Ba-141   , M,7300,      1.00,  1.7880E-11,  2.7117E-11,  2.8286E-11,BBB
Ba-142   , M,7300,      1.00,  1.1827E-11,  1.6483E-11,  1.7005E-11,BBB
Be-10    , M,7300,      1.00,  5.8086E-09,  8.6531E-09,  3.4141E-08,AAA
Be-7     , M,7300,      1.00,  3.3149E-11,  4.4906E-11,  5.4791E-11,BAA
Bi-197   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Bi-200   , M,7300,      1.00,  1.9528E-11,  2.8518E-11,  2.9530E-11,BBB
Bi-201   , M,7300,      1.00,  4.0616E-11,  5.8303E-11,  6.0320E-11,BBB
Bi-202   , M,7300,      1.00,  3.9266E-11,  4.9687E-11,  5.0837E-11,BBB
Bi-203   , M,7300,      1.00,  1.6290E-10,  2.2575E-10,  2.3307E-10,BBB
Bi-204   , M,7300,      1.00,  1.9556E-10,  2.5193E-10,  2.5824E-10,BBB
Bi-205   , M,7300,      1.00,  3.2682E-10,  8.5837E-10,  9.6902E-10,BBB
Bi-206   , M,7300,      1.00,  6.3737E-10,  1.4443E-09,  1.5646E-09,BBB
Bi-207   , M,7300,      1.00,  4.1959E-10,  5.6106E-09,  3.9429E-08,BAA
Bi-208   , M,7300,      1.00,  4.5116E-10,  4.4815E-09,  3.7307E-08,BAA
Bi-210   , M,7300,      1.00,  9.3175E-10,  7.0393E-08,  1.0335E-07,BAA
Bi-210m  , M,7300,      1.00,  4.0325E-08,  2.6310E-06,  8.9913E-06,BAA
Bi-211   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Bi-212   , M,7300,      1.00,  6.7967E-09,  2.1918E-08,  2.3585E-08,BBB
Bi-212n  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Bi-213   , M,7300,      1.00,  7.8982E-09,  2.1429E-08,  2.2920E-08,BBB
Bi-214   , M,7300,      1.00,  5.3852E-09,  1.0559E-08,  1.1140E-08,BBB
Bi-215   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Bi-216   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Bk-245   , M,7300,      1.00,  5.1727E-10,  1.5815E-09,  1.6738E-09,AAA
Bk-246   , M,7300,      1.00,  2.4255E-10,  2.1836E-10,  2.3223E-10,AAB
Bk-247   , M,7300,      1.00,  1.4768E-04,  6.7172E-05,  1.8779E-05,AAA
Bk-248m  , M,7300,      1.00,  2.0745E-08,  1.5387E-08,  1.3040E-08,AAA
Bk-249   , M,7300,      1.00,  3.6983E-07,  1.6270E-07,  3.7877E-08,AAA
Bk-250   , M,7300,      1.00,  1.8879E-09,  9.5495E-10,  4.2463E-10,AAA
Bk-251   , M,7300,      1.00,  2.3842E-11,  3.5675E-11,  3.1640E-11,ABB
Br-72    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Br-73    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Br-74    , M,7300,      1.00,  2.1342E-11,  3.1273E-11,  3.2369E-11,BBB
Br-74m   , M,7300,      1.00,  3.4180E-11,  5.3320E-11,  5.5427E-11,BBB
Br-75    , M,7300,      1.00,  2.3790E-11,  4.3306E-11,  4.5675E-11,BBB
Br-76    , M,7300,      1.00,  2.1349E-10,  3.5647E-10,  3.7288E-10,BBB
Br-76m   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Br-77    , M,7300,      1.00,  5.3965E-11,  7.3447E-11,  7.5920E-11,BBB
Br-77m   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Br-78    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Br-80    , M,7300,      1.00,  6.5796E-12,  1.1156E-11,  1.1661E-11,BBB
Br-80m   , M,7300,      1.00,  2.9294E-11,  7.8577E-11,  8.5073E-11,BAA
Br-82    , M,7300,      1.00,  2.9619E-10,  5.1449E-10,  5.4071E-10,BBB
Br-82m   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Br-83    , M,7300,      1.00,  1.2954E-11,  3.7655E-11,  4.0388E-11,BBB
Br-84    , M,7300,      1.00,  1.7790E-11,  3.0244E-11,  3.1615E-11,BBB
Br-84m   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Br-85    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
C-10     , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
C-11     , M,7300,      1.00,  8.6397E-12,  1.3910E-11,  1.4486E-11,BBB
C-14     , M,7300,      1.00,  1.7366E-10,  1.5949E-09,  5.2463E-09,BAA
Ca-41    , M,7300,      1.00,  1.7242E-10,  1.0665E-10,  2.1634E-10,AAA
Ca-45    , M,7300,      1.00,  4.0551E-10,  2.1247E-09,  2.9146E-09,AAA
Ca-47    , M,7300,      1.00,  4.7683E-10,  1.5278E-09,  1.7010E-09,BAA
Ca-49    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Cd-101   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Cd-102   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Cd-103   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Cd-104   , M,7300,      1.00,  2.1353E-11,  3.8107E-11,  3.9955E-11,BBB
Cd-105   , M,7300,      1.00,  1.2676E-11,  1.8750E-11,  1.9468E-11,BBB
Cd-107   , M,7300,      1.00,  1.7503E-11,  6.1782E-11,  6.6726E-11,BBB
Cd-109   , M,7300,      1.00,  7.1829E-09,  5.7074E-09,  5.2722E-09,BBA
Cd-111m  , M,7300,      1.00,  7.9592E-12,  1.6452E-11,  1.7385E-11,BBB
Cd-113   , M,7300,      1.00,  1.0517E-07,  5.2332E-08,  2.3622E-08,BBB
Cd-113m  , M,7300,      1.00,  9.8768E-08,  5.0587E-08,  2.9688E-08,BBB
Cd-115   , M,7300,      1.00,  3.0713E-10,  7.9002E-10,  8.6365E-10,BAA
Cd-115m  , M,7300,      1.00,  4.6568E-09,  5.5684E-09,  6.9381E-09,BAA
Cd-117   , M,7300,      1.00,  5.5323E-11,  1.2712E-10,  1.3507E-10,BBB
Cd-117m  , M,7300,      1.00,  7.8120E-11,  1.5430E-10,  1.6276E-10,BBB
Cd-118   , M,7300,      1.00,  2.8895E-11,  6.1933E-11,  6.5549E-11,BBB
Cd-119   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Cd-119m  , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Ce-130   , M,7300,      1.00,  1.6461E-11,  2.7653E-11,  2.8886E-11,BBB
Ce-131   , M,7300,      1.00,  7.4174E-12,  1.0935E-11,  1.1339E-11,BBB
Ce-132   , M,7300,      1.00,  6.7119E-11,  1.1187E-10,  1.1684E-10,BBB
Ce-133   , M,7300,      1.00,  2.0215E-11,  3.9407E-11,  4.1454E-11,BBB
Ce-133m  , M,7300,      1.00,  6.6271E-11,  9.2856E-11,  9.5597E-11,BBB
Ce-134   , M,7300,      1.00,  5.1780E-10,  1.1739E-09,  1.2592E-09,AAA
Ce-135   , M,7300,      1.00,  8.0364E-11,  1.1082E-10,  1.1428E-10,BBB
Ce-137   , M,7300,      1.00,  6.2233E-12,  8.6008E-12,  8.8639E-12,BBB
Ce-137m  , M,7300,      1.00,  1.0647E-10,  3.1727E-10,  3.4540E-10,BAA
Ce-139   , M,7300,      1.00,  1.3788E-09,  1.4672E-09,  1.6589E-09,AAA
Ce-141   , M,7300,      1.00,  8.2719E-10,  2.5170E-09,  2.9368E-09,AAA
Ce-143   , M,7300,      1.00,  2.3264E-10,  6.1330E-10,  6.7200E-10,BAA
Ce-144   , M,7300,      1.00,  3.5872E-08,  3.4520E-08,  5.1907E-08,AAA
Ce-145   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Cf-244   , M,7300,      1.00,  5.1127E-09,  9.7964E-09,  1.0271E-08,BBB
Cf-246   , M,7300,      1.00,  6.3641E-08,  3.2663E-07,  3.5987E-07,AAA
Cf-247   , M,7300,      1.00,  4.2424E-11,  3.4139E-11,  2.8165E-11,AAB
Cf-248   , M,7300,      1.00,  9.9977E-06,  7.5083E-06,  6.3863E-06,AAA
Cf-249   , M,7300,      1.00,  1.4840E-04,  6.7710E-05,  1.9372E-05,AAA
Cf-250   , M,7300,      1.00,  6.6726E-05,  3.2258E-05,  1.3207E-05,AAA
Cf-251   , M,7300,      1.00,  1.5124E-04,  6.8895E-05,  1.9500E-05,AAA
Cf-252   , M,7300,      1.00,  3.2718E-05,  1.8118E-05,  1.2210E-05,AAA
Cf-253   , M,7300,      1.00,  3.7885E-07,  1.0066E-06,  1.2066E-06,AAA
Cf-254   , M,7300,      1.00,  3.4894E-05,  3.3232E-05,  3.4313E-05,AAA
Cf-255   , M,7300,      1.00,  1.2832E-09,  4.2720E-09,  5.0291E-09,AAA
Cl-34    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Cl-34m   , M,7300,      1.00,  2.2102E-11,  3.6145E-11,  3.7690E-11,BBB
Cl-36    , M,7300,      1.00,  2.8274E-10,  6.5033E-09,  3.7589E-08,BAA
Cl-38    , M,7300,      1.00,  2.0915E-11,  3.7463E-11,  3.9290E-11,BBB
Cl-39    , M,7300,      1.00,  2.0895E-11,  3.7707E-11,  3.9567E-11,BBB
Cl-40    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Cm-238   , M,7300,      1.00,  3.8902E-10,  1.2718E-09,  1.3262E-09,AAA
Cm-239   , M,7300,      1.00,  2.1428E-11,  4.9805E-11,  5.2761E-11,BBB
Cm-240   , M,7300,      1.00,  1.1975E-06,  2.4181E-06,  2.5879E-06,AAA
Cm-241   , M,7300,      1.00,  2.3521E-08,  2.9604E-08,  2.8110E-08,AAA
Cm-242   , M,7300,      1.00,  2.9284E-06,  4.1069E-06,  4.5838E-06,AAA
Cm-243   , M,7300,      1.00,  6.1889E-05,  3.0138E-05,  1.3461E-05,AAA
Cm-244   , M,7300,      1.00,  5.0590E-05,  2.5166E-05,  1.2245E-05,AAA
Cm-245   , M,7300,      1.00,  8.7197E-05,  4.0753E-05,  1.4916E-05,AAA
Cm-246   , M,7300,      1.00,  8.6875E-05,  4.0642E-05,  1.4963E-05,AAA
Cm-247   , M,7300,      1.00,  7.9652E-05,  3.7123E-05,  1.3411E-05,AAA
Cm-248   , M,7300,      1.00,  3.2230E-04,  1.4589E-04,  4.7672E-05,AAA
Cm-249   , M,7300,      1.00,  3.4918E-11,  2.7654E-11,  2.6325E-11,AAB
Cm-250   , M,7300,      1.00,  2.1961E-03,  9.8507E-04,  3.1139E-04,AAA
Cm-251   , M,7300,      1.00,  1.1767E-11,  1.8527E-11,  1.8538E-11,BBB
Co-54m   , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Co-55    , M,7300,      1.00,  2.2215E-10,  4.0875E-10,  4.3928E-10,BBB
Co-56    , M,7300,      1.00,  1.6123E-09,  4.5951E-09,  6.4551E-09,BAA
Co-57    , M,7300,      1.00,  1.6383E-10,  5.0479E-10,  9.6044E-10,BAA
Co-58    , M,7300,      1.00,  4.6283E-10,  1.4431E-09,  1.9512E-09,BAA
Co-58m   , M,7300,      1.00,  4.3640E-12,  1.1563E-11,  1.4612E-11,AAA
Co-60    , M,7300,      1.00,  4.6251E-09,  9.3698E-09,  3.0339E-08,BAA
Co-60m   , M,7300,      1.00,  4.7311E-13,  8.4589E-13,  9.6387E-13,AAA
Co-61    , M,7300,      1.00,  1.5719E-11,  3.7201E-11,  3.9667E-11,BBB
Co-62    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
Co-62m   , M,7300,      1.00,  1.1580E-11,  1.6537E-11,  1.7084E-11,BBB
Cr-48    , M,7300,      1.00,  8.1602E-11,  1.6555E-10,  1.8271E-10,BBB
Cr-49    , M,7300,      1.00,  1.5277E-11,  2.6822E-11,  2.8095E-11,BBB
Cr-51    , M,7300,      1.00,  1.7351E-11,  3.0578E-11,  3.5441E-11,BAA
Cr-55    , M,7300,      1.00,  0.0000E+00,  0.0000E+00,  0.0000E+00,BBB
